"Players","Ratings","games","Hard_Ratings","Hard_games","Grass_Ratings","Grass_games","Clay_Ratings","Clay_games","Carpet_Ratings","Carpet_games","Nationality","Handed","CountryCode","Continent"
"di Mauro A.",1461.1497638939,4,1500,0,1500,0,1457.02354133407,4,1500,0,"ITA","R",99,5
"Sherwood D.",1500,0,1500,0,1500,0,1500,0,1500,0,"GBR","R",76,5
"Bozoljac I.",1500,0,1500,0,1500,0,1500,0,1500,0,"SRB","R",194,5
"Chadaj A.",1500,0,1500,0,1500,0,1500,0,1500,0,"POL","L",170,5
"Jenkins S.",1498.35336240919,1,1497.9340106305,1,1500,0,1500,0,1500,0,"USA","R",222,6
"Ram A.",1445.4428832311,6,1449.121388138,5,1490.25701997637,1,1500,0,1500,0,"ESP","L",64,5
"Capdeville P.",1478.43516889362,2,1500,0,1500,0,1479.14402811215,2,1500,0,"FRA","U",70,5
"Lammer M.",1488.28645764104,1,1500,0,1500,0,1489.81454965087,1,1500,0,"SUI","R",198,5
"Wang Y. Jr",1500,0,1500,0,1500,0,1500,0,1500,0,"CHN","U",42,4
"Matsui T.",1500,0,1500,0,1500,0,1500,0,1500,0,"JPN","R",108,4
"Gremelmayr D.",1488.8832154376,1,1489.18416932385,1,1500,0,1500,0,1500,0,"GER","L",59,5
"Aldi F.",1484.35303905548,2,1500,0,1500,0,1484.8911949903,2,1500,0,"BOL","U",32,8
"Karanusic R.",1471.12655096085,4,1481.60128916623,2,1500,0,1486.45725054606,2,1500,0,"CRO","R",97,5
"Eitzinger R.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUT","R",17,5
"Berrer M.",1489.20197636559,1,1500,0,1489.7776910525,1,1500,0,1500,0,"GER","L",59,5
"Bopanna R.",1489.0655497904,1,1489.24024921915,1,1500,0,1500,0,1500,0,"IND","R",101,4
"Faurel J.C.",1489.7,1,1500,0,1500,0,1489.7,1,1500,0,"FRA","R",70,5
"Greul S.",1488.23546991492,1,1500,0,1500,0,1489.53775608442,1,1500,0,"GER","R",59,5
"Gimeno-Traver D.",1490.38452322268,1,1500,0,1500,0,1490.32684524627,1,1500,0,"ESP","R",64,5
"Marcaccio G.",1489.72843811399,1,1489.63472940368,1,1500,0,1500,0,1500,0,"ARG","R",11,8
"Del Potro J.M.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","R",11,8
"Aguilar J.",1500,0,1500,0,1500,0,1500,0,1500,0,"BOL","R",32,8
"Korolev E.",1500,0,1500,0,1500,0,1500,0,1500,0,"KAZ","R",111,4
"Warburg S.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R",222,6
"Wilson B.",1500,0,1500,0,1500,0,1500,0,1500,0,"","U",1,1
"Ghem A.",1500,0,1500,0,1500,0,1500,0,1500,0,"BRA","R",19,8
"Meffert D.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","R",59,5
"Klec I.",1489.80756325607,1,1491.02037842817,1,1500,0,1500,0,1500,0,"SVK","R",200,5
"Al Ghareeb M.",1489.08680335873,1,1489.55978064335,1,1500,0,1500,0,1500,0,"KUW","U",118,4
"Querry S.",1500,0,1500,0,1500,0,1500,0,1500,0,NA,NA,NA,NA
"Berlocq C.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","R",11,8
"Balleret B.",1500,0,1500,0,1500,0,1500,0,1500,0,"MON","R",131,5
"Saoudi S.",1487.88337726881,1,1488.74305735254,1,1500,0,1500,0,1500,0,"ALG","L",8,2
"Tahiri M.",1461.40218440439,4,1500,0,1500,0,1458.91508604787,4,1500,0,"MAR","R",145,2
"Chardy J.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Gil F.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","U",64,5
"Kindlmann D.",1494.432147583,1,1500,0,1500,0,1489.32614900903,1,1500,0,"GER","R",59,5
"Montcourt M.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Zverev M.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","L",59,5
"Kunitsyn I.",1486.58064559052,2,1500,0,1490.48190758614,1,1494.34939286318,1,1500,0,"RUS","R",180,5
"Becker B.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","U",222,6
"Bloomfield R.",1483.15793780352,2,1500,0,1479.58650216348,2,1500,0,1500,0,"GBR","R",76,5
"Cilic M.",1500,0,1500,0,1500,0,1500,0,1500,0,"CRO","U",97,5
"Alves T.",1493.16494340158,1,1490.10655233736,1,1500,0,1500,0,1500,0,"BRA","R",19,8
"De Bakker T.",1500,0,1500,0,1500,0,1500,0,1500,0,"NED","R",96,5
"Fognini F.",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","R",99,5
"Querrey S.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R",222,6
"Junqueira D.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","L",11,8
"Hartfield D.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","R",11,8
"Haider-Mauer A.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUT","R",17,5
"Oudsema S.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R",222,6
"Ianni S.",1500,0,1500,0,1500,0,1500,0,1500,0,"GRE","U",85,5
"Przysiezny M.",1480.84354690783,2,1500,0,1500,0,1483.60476450224,2,1500,0,"POL","R",170,5
"King P.",1461.5264793861,4,1459.73986074805,4,1500,0,1500,0,1500,0,"NZL","U",162,7
"Sweeting R.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R",222,6
"Stoppini A.",1489.70412587003,1,1500,0,1500,0,1489.92380469245,1,1500,0,"ITA","R",99,5
"Hajek J.",1500,0,1500,0,1500,0,1500,0,1500,0,"CZE","R",58,5
"Gregorc L.",1500,0,1500,0,1500,0,1500,0,1500,0,"SLO","R",201,5
"Crivoi V.",1500,0,1500,0,1500,0,1500,0,1500,0,"ROU","R",178,5
"Ledovskikh M.",1500,0,1500,0,1500,0,1500,0,1500,0,"RUS","R",180,5
"Auckland J.",1500,0,1500,0,1500,0,1500,0,1500,0,"GBR","R",76,5
" Hajek J.",1500,0,1500,0,1500,0,1500,0,1500,0,"CZE","R",58,5
"Naso G.",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","R",99,5
"Clemens T.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","R",59,5
"Troicki V.",1500,0,1500,0,1500,0,1500,0,1500,0,"SRB","R",194,5
"Robredo R.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Jones A.",1471.66988513767,3,1469.92092921815,3,1500,0,1500,0,1500,0,"USA","",222,6
"Rastogi K.",1486.82786549288,1,1488.29173781788,1,1500,0,1500,0,1500,0,"IND","R",101,4
"Sela D.",1500,0,1500,0,1500,0,1500,0,1500,0,"ISR","R",107,4
"Smeets R.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","L",16,7
"Kuznetsov A.",1500,0,1500,0,1500,0,1500,0,1500,0,"RUS","U",180,5
"Levine J.",1500,0,1500,0,1500,0,1500,0,1500,0,"CAN","L",39,6
"Haase R.",1500,0,1500,0,1500,0,1500,0,1500,0,"NED","R",96,5
"Bolelli S.",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","R",99,5
"Granollers M.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Andujar P.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Gensse A.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Stepanek M.",1500,0,1500,0,1500,0,1500,0,1500,0,"CZE","R",58,5
"Lorenzi P.",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","R",99,5
"Brands D.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","R",59,5
"Bachinger M.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","R",59,5
"Summerer T.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","R",59,5
"Economidis K.",1483.47482547356,2,1500,0,1481.47630346184,2,1500,0,1500,0,"GRE","R",85,5
"Gulbis E.",1500,0,1500,0,1500,0,1500,0,1500,0,"LAT","R",128,5
"Recouderc L.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Brzezicki J.P.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","R",11,8
"Cipolla F.",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","R",99,5
"Qureshi A.",1492.94037643913,1,1500,0,1492.67446112919,1,1500,0,1500,0,"PAK","R",165,4
"Stadler S.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","L",59,5
"Baker J.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","U",70,5
"Guccione A.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","U",16,7
"Darcis S.",1500,0,1500,0,1500,0,1500,0,1500,0,"BEL","R",22,5
"Nishikori K.",1500,0,1500,0,1500,0,1500,0,1500,0,"JPN","R",108,4
"Riba P.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Klizan M.",1500,0,1500,0,1500,0,1500,0,1500,0,"SVK","L",200,5
"Isner J.",1500,0,1500,0,1500,0,1500,0,1500,0,"CZE","U",58,5
"Odesnik W.",1472.33039623851,3,1475.75078998586,2,1500,0,1490.37053598234,1,1500,0,"USA","L",222,6
"Young D.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","",16,7
"Lindahl N.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","R",16,7
"fnisk",1500,0,1500,0,1500,0,1500,0,1500,0,NA,NA,NA,NA
"Prpic F.",1489.62729409606,1,1500,0,1500,0,1490.41239100043,1,1500,0,"SWE","R",181,5
"Zovko L.",1476.77966809106,3,1492.4162629766,1,1500,0,1483.79649112142,2,1500,0,"CRO","R",97,5
"Kudryavtsev A.",1500,0,1500,0,1500,0,1500,0,1500,0,"UKR","U",220,5
"Istomin D.",1500,0,1500,0,1500,0,1500,0,1500,0,"UZB","R",223,4
"Cuevas P.",1500,0,1500,0,1500,0,1500,0,1500,0,"URU","R",221,8
"Marrero D.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Schwank E.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","R",11,8
"Decoud S.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","L",11,8
"Bellucci T.",1500,0,1500,0,1500,0,1500,0,1500,0,"BRA","L",19,8
"Anderson K.",1500,0,1500,0,1500,0,1500,0,1500,0,"RSA","R",4,2
"Giraldo S.",1500,0,1500,0,1500,0,1500,0,1500,0,"COL","R",45,8
"Sousa J.",1500,0,1500,0,1500,0,1500,0,1500,0,"POR","R",171,5
"Machado R.",1500,0,1500,0,1500,0,1500,0,1500,0,"BRA","U",19,8
"Harrison R.",1500,0,1500,0,1500,0,1500,0,1500,0,"HKG","U",93,4
"Trujillo G.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Kukushkin M.",1500,0,1500,0,1500,0,1500,0,1500,0,"KAZ","R",111,4
"Del Potro J.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","R",11,8
"Sidorenko A.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Ouahab L.",1500,0,1500,0,1500,0,1500,0,1500,0,"ALG","R",8,2
"Kavcic B.",1500,0,1500,0,1500,0,1500,0,1500,0,"SLO","R",201,5
"Lopez-Jaen M.A.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Gonzalez M.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","U",64,5
"Dell'Acqua M.",1468.42428673942,4,1482.03664539627,2,1500,0,1486.71955247986,2,1500,0,"ITA","R",99,5
"Groth S.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","R",16,7
"Eaton C.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","U",16,7
"Eleskovic E.",1484.02238623364,2,1489.84965085491,1,1500,0,1493.20394845248,1,1500,0,"SWE","R",181,5
"Bohli S.",1500,0,1500,0,1500,0,1500,0,1500,0,"SUI","R",198,5
"Evans B.",1491.69503397636,1,1492.44390939021,1,1500,0,1500,0,1500,0,"USA","U",222,6
"Qureshi A.U.H.",1500,0,1500,0,1500,0,1500,0,1500,0,"PAK","R",165,4
"Rosol L.",1500,0,1500,0,1500,0,1500,0,1500,0,"CZE","R",58,5
"Dabul B.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","L",11,8
"Huta Galung J.",1500,0,1500,0,1500,0,1500,0,1500,0,"NED","R",96,5
"Jun W.S.",1500,0,1500,0,1500,0,1500,0,1500,0,"SWE","U",181,5
"Mayer L.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","R",11,8
"Devvarman S.",1500,0,1500,0,1500,0,1500,0,1500,0,NA,NA,NA,NA
"Golubev A.",1500,0,1500,0,1500,0,1500,0,1500,0,"KAZ","R",111,4
"De Heart R.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","L",222,6
"Cruciat A.",1500,0,1500,0,1500,0,1500,0,1500,0,"ROU","R",178,5
"Scherrer J.C.",1480.90311337207,2,1500,0,1478.90202715595,2,1500,0,1500,0,"SUI","R",198,5
"Soeda G.",1500,0,1500,0,1500,0,1500,0,1500,0,"JPN","R",108,4
"Jouan R.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Mannarino A.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","L",70,5
"De Voest R.",1500,0,1500,0,1500,0,1500,0,1500,0,"RSA","R",4,2
"Slanar M.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUT","R",17,5
"Stakhovsky S.",1500,0,1500,0,1500,0,1500,0,1500,0,"UKR","R",220,5
"Tomic B.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","R",16,7
"Klein B.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUT","U",17,5
"De Chaunac S.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Klaasen R.",1500,0,1500,0,1500,0,1500,0,1500,0,"RSA","R",4,2
"Van der Merwe I.",1500,0,1500,0,1500,0,1500,0,1500,0,"RSA","R",4,2
"Dimitrov G.",1500,0,1500,0,1500,0,1500,0,1500,0,"BUL","R",37,5
"Ferreiro F.",1478.71354261538,2,1500,0,1500,0,1479.03168332801,2,1500,0,"BRA","R",19,8
"Ouanna J.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Rufin G.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Lacko L.",1500,0,1500,0,1500,0,1500,0,1500,0,"SVK","R",200,5
"Ward J.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","U",222,6
"Goodall J.",1500,0,1500,0,1500,0,1500,0,1500,0,"GBR","R",76,5
"Ball C.",1500,0,1500,0,1500,0,1500,0,1500,0,"SUI","U",198,5
"Polansky P.",1500,0,1500,0,1500,0,1500,0,1500,0,"CAN","R",39,6
"Ilhan M.",1500,0,1500,0,1500,0,1500,0,1500,0,"TUR","R",215,4
"Witten J.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R",222,6
"Zeballos H.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","L",11,8
"Copil M.",1500,0,1500,0,1500,0,1500,0,1500,0,"ROU","R",178,5
"Zeng S.X.",1478.27721815831,2,1476.73371778561,2,1500,0,1500,0,1500,0,"CHN","U",42,4
"Marchenko I.",1500,0,1500,0,1500,0,1500,0,1500,0,"UKR","R",220,5
"Guez D.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","U",222,6
"Dolgopolov O.",1500,0,1500,0,1500,0,1500,0,1500,0,"UKR","R",220,5
"Elgin M.",1482.94533817754,2,1482.69103341127,2,1500,0,1500,0,1500,0,"RUS","R",180,5
"Serra F. ",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","U",64,5
"Seppi A. ",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","R",99,5
"Federer R. ",1500,0,1500,0,1500,0,1500,0,1500,0,"SUI","R",198,5
"Stepanek R. ",1500,0,1500,0,1500,0,1500,0,1500,0,"CZE","R",58,5
"Hernych J. ",1500,0,1500,0,1500,0,1500,0,1500,0,"CZE","R",58,5
"Chiudinelli M. ",1500,0,1500,0,1500,0,1500,0,1500,0,"SUI","R",198,5
"Korolev E. ",1500,0,1500,0,1500,0,1500,0,1500,0,"KAZ","R",111,4
"Troicki V. ",1500,0,1500,0,1500,0,1500,0,1500,0,"SRB","R",194,5
"Djokovic N. ",1500,0,1500,0,1500,0,1500,0,1500,0,"SRB","R",194,5
"Nieminen J. ",1500,0,1500,0,1500,0,1500,0,1500,0,"FIN","L",71,5
"Lammer M. ",1500,0,1500,0,1500,0,1500,0,1500,0,"SUI","R",198,5
"Cilic M. ",1500,0,1500,0,1500,0,1500,0,1500,0,"CRO","U",97,5
"Gasquet R. ",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Chardy J. ",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Wawrinka S. ",1500,0,1500,0,1500,0,1500,0,1500,0,"SUI","R",198,5
"Isner J. ",1500,0,1500,0,1500,0,1500,0,1500,0,"CZE","U",58,5
"Montanes A. ",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Berdych T. ",1500,0,1500,0,1500,0,1500,0,1500,0,"CZE","R",58,5
"Garcia-Lopez G. ",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Davydenko N. ",1500,0,1500,0,1500,0,1500,0,1500,0,"RUS","R",180,5
"Simon G. ",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","U",70,5
"Monfils G. ",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Monaco J. ",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","R",99,5
"Ferrer D. ",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Mayer L. ",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","R",11,8
"Cuevas P. ",1500,0,1500,0,1500,0,1500,0,1500,0,"URU","R",221,8
"Murray A. ",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","U",222,6
"Robredo T. ",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Youzhny M. ",1500,0,1500,0,1500,0,1500,0,1500,0,"RUS","R",180,5
"Tipsarevic J. ",1500,0,1500,0,1500,0,1500,0,1500,0,"SRB","R",194,5
"Lopez F. ",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","U",64,5
"Verdasco F. ",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","L",64,5
"Ebden M.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","R",16,7
"Statham J.",1500,0,1500,0,1500,0,1500,0,1500,0,"NZL","R",162,7
"Sorensen L.",1500,0,1500,0,1500,0,1500,0,1500,0,"IRL","R",103,5
"Sergeyev I.",1500,0,1500,0,1500,0,1500,0,1500,0,"UKR","R",220,5
"Veic A.",1500,0,1500,0,1500,0,1500,0,1500,0,"CRO","R",97,5
"Dodig I.",1500,0,1500,0,1500,0,1500,0,1500,0,"CRO","R",97,5
"Brown D.",1487.38311378641,1,1500,0,1489.59371223002,1,1500,0,1500,0,"USA","R",222,6
"Van Der Merwe I.",1500,0,1500,0,1500,0,1500,0,1500,0,"RSA","R",4,2
"Souza J.",1500,0,1500,0,1500,0,1500,0,1500,0,"BRA","U",19,8
"Jelenic P.",1500,0,1500,0,1500,0,1500,0,1500,0,"CRO","R",97,5
"Sijsling I.",1500,0,1500,0,1500,0,1500,0,1500,0,"NED","R",96,5
"Berankis R.",1500,0,1500,0,1500,0,1500,0,1500,0,"LTU","R",126,5
"Mertens Y.",1500,0,1500,0,1500,0,1500,0,1500,0,"BEL","R",22,5
"Matosevic M.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","R",16,7
"El Amrani R.",1500,0,1500,0,1500,0,1500,0,1500,0,"MAR","R",145,2
"Ramos-Vinolas A.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","L",64,5
"Krajinovic F.",1500,0,1500,0,1500,0,1500,0,1500,0,"SRB","R",194,5
"Di Mauro A.",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","R",99,5
"Tavares L.",1489.49908838535,1,1500,0,1500,0,1489.49965649023,1,1500,0,"POR","R",171,5
"Munoz-De La Nava D.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","L",64,5
"Kamke T.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","R",59,5
"Reister J.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","R",59,5
"Zemlja G.",1500,0,1500,0,1500,0,1500,0,1500,0,"SLO","R",201,5
"Kontinen H.",1500,0,1500,0,1500,0,1500,0,1500,0,"FIN","R",71,5
"Fischer M.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","R",59,5
"Kudla D.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R",222,6
"Bubka S.",1500,0,1500,0,1500,0,1500,0,1500,0,"UKR","R",220,5
"Skugor F.",1500,0,1500,0,1500,0,1500,0,1500,0,"CRO","R",97,5
"Sadecky A.",1500,0,1500,0,1500,0,1500,0,1500,0,"SUI","L",198,5
"Haider-Maurer A.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUT","R",17,5
"Smyczek T.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R",222,6
"Paire B.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Ungur A.",1500,0,1500,0,1500,0,1500,0,1500,0,"ROU","R",178,5
"Bemelmans R.",1500,0,1500,0,1500,0,1500,0,1500,0,"BEL","L",22,5
"Bhambri Y.",1500,0,1500,0,1500,0,1500,0,1500,0,"IND","R",101,4
"Raonic M.",1500,0,1500,0,1500,0,1500,0,1500,0,"CAN","R",39,6
"Bai Y.",1500,0,1500,0,1500,0,1500,0,1500,0,"CHN","U",42,4
"Kravchuk K.",1500,0,1500,0,1500,0,1500,0,1500,0,"RUS","R",180,5
"Donskoy E.",1500,0,1500,0,1500,0,1500,0,1500,0,"RUS","R",180,5
"Goffin D.",1500,0,1500,0,1500,0,1500,0,1500,0,"BEL","R",22,5
"Sugita Y.",1500,0,1500,0,1500,0,1500,0,1500,0,"JPN","R",108,4
"Wolmarans F.",1500,0,1500,0,1500,0,1500,0,1500,0,"RSA","R",4,2
"Zampieri C.",1500,0,1500,0,1500,0,1500,0,1500,0,"BRA","R",19,8
"Gonzalez S.",1500,0,1500,0,1500,0,1500,0,1500,0,"MEX","U",134,6
"Kuznetsov An.",1500,0,1500,0,1500,0,1500,0,1500,0,"RUS","U",180,5
"Ramos A.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","L",64,5
"Teixeira M.",1500,0,1500,0,1500,0,1500,0,1500,0,"BRA","U",19,8
"Schoorel T.",1500,0,1500,0,1500,0,1500,0,1500,0,"NED","L",96,5
"Marti J.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","U",11,8
"Wang J.",1500,0,1500,0,1500,0,1500,0,1500,0,"CHN","U",42,4
"Yani M.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R",222,6
"Dasnieres de Veigy J.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","L",70,5
"Olaso G.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","U",64,5
"Stebe C.M.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","L",59,5
"Cervenak P.",1500,0,1500,0,1500,0,1500,0,1500,0,"SVK","R",200,5
"Del Bonis F.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","L",11,8
"Ito T.",1500,0,1500,0,1500,0,1500,0,1500,0,"JPN","U",108,4
"Knittel B.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","L",59,5
"Kosakowski D.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R",222,6
"Pospisil V.",1500,0,1500,0,1500,0,1500,0,1500,0,"CAN","R",39,6
"Duclos P.L.",1500,0,1500,0,1500,0,1500,0,1500,0,"CAN","R",39,6
"Jaziri M.",1500,0,1500,0,1500,0,1500,0,1500,0,"TUN","R",214,2
"Dutra Da Silva R.",1500,0,1500,0,1500,0,1500,0,1500,0,"POR","R",171,5
"Sock J.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R",222,6
"Giannessi A.",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","L",99,5
"Rodrigues M.",1500,0,1500,0,1500,0,1500,0,1500,0,"POR","U",171,5
"Renavand N.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Zhang Z.",1500,0,1500,0,1500,0,1500,0,1500,0,"CHN","U",42,4
"Rieschick S.",1487.40438665699,1,1500,0,1500,0,1487.44016924388,1,1500,0,"GER","R",59,5
"Lajovic D.",1500,0,1500,0,1500,0,1500,0,1500,0,"SRB","R",194,5
"Bedene A.",1500,0,1500,0,1500,0,1500,0,1500,0,"SLO","R",201,5
"Thiem D.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUT","R",17,5
"Duckworth J.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","R",16,7
"Dutra Silva R.",1500,0,1500,0,1500,0,1500,0,1500,0,"BRA","R",19,8
"Kutrovsky D.",1500,0,1500,0,1500,0,1500,0,1500,0,"BUL","R",37,5
"Bagnis F.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","L",11,8
"Olivetti A.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R",70,5
"Bautista R.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Gutierrez-Ferrol S.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Delbonis F.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","L",11,8
"Farah R.",1500,0,1500,0,1500,0,1500,0,1500,0,"COL","R",45,8
"Zopp J.",1500,0,1500,0,1500,0,1500,0,1500,0,"EST","R",68,5
"Balazs A.",1500,0,1500,0,1500,0,1500,0,1500,0,"HUN","R",95,5
"Cervantes I.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R",64,5
"Pavic M.",1500,0,1500,0,1500,0,1500,0,1500,0,"CRO","L",97,5
"Janowicz J.",1500,0,1500,0,1500,0,1500,0,1500,0,"POL","R",170,5
"De Schepper K.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","L",70,5
"Trungelliti M.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","R",11,8
"Johnson S.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","",222,6
"Oswald P.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUT","R",17,5
"Mcclune M.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R",222,6
"Novikov D.",1500,0,1500,0,1500,0,1500,0,1500,0,"BLR","R",30,5
"Klahn B.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","L",222,6
"Reix C.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","U",70,5
"Millot V.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","L",70,5
"Moriya H.",1500,0,1500,0,1500,0,1500,0,1500,0,"JPN","R",108,4
"Rosenholm P.",1500,0,1500,0,1500,0,1500,0,1500,0,"SWE","R",181,5
"Millman J.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","",222,6
"Stebe C-M.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","L",59,5
"Safwat M.",1500,0,1500,0,1500,0,1500,0,1500,0,"EGY","R",65,2
"Jones G.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","U",222,6
